"operation_id","status_id","meter_id","meter_code","meter_cuscode","office_id","rate_type","meter_station","station_id","station_name","billing_val_ft","billing_require_all","billing_require_peak","billing_require_off_peak","billing_require_holiday","billing_unit_all","billing_unit_peak","billing_unit_off_peak","billing_unit_holiday","billing_require_home","billing_unit_use","billing_power_max","billing_power","billing_service","billing_rate_ft","billing_power_factor","billing_adjust","billing_netcost","billing_vat","billing_cost_all","billing_factormultiple","billing_shutdown","billing_decreasedemand","billing_demandremain","billing_filepath","billing_comment","billing_rate_office","billing_correct","billing_rate_type","id","operation_id","status_id","office_bacode","office_id","office_mcode","office_zone","sub_id","sub_mcode","office_wwcode","plant_id","menu_id","calendar_id","yyyymm","thyyyymm","fiscalyyyy","fiscalmm","calendar_lastdate","yyyymmdd","menu_name","main_office","main_soffice","main_shoffice","sub_office","sub_soffice","sub_shoffice","plant_name","calendar_thai_month","calendar_thai_year","status_zone","status_center"
"41584","13490838","1053","A12101","9806020005471512","12","2.1.1","สถานีผลิตน้ำแรงสูงแม่ริม 1","2","โรงกรอง","0.1623","0","12.82","16.31","16.37","3618.1","1764.25","995.32","858.53","2984","3618.1","14141.72","0","312.24","587.22","0","0","15041.18","1052.88","16094.06","0","0","0","0","../WebScript/Upload/Electric/13490838_382124_03082026110615.jpg","","0","0","0","44044","41584","13490838","1007","12","2190914000","9","12","2190914000","5511014","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาแม่ริม","กปภ.สาขาแม่ริม","แม่ริม","การประปาส่วนภูมิภาคสาขาแม่ริม","กปภ.สาขาแม่ริม","แม่ริม",,"กรกฎาคม","2569","1","1"
"41596","13490850","1031","B07501","9802020010421889","51","3.2.2","แรงต่ำ แรงสูง  การประปาส่วนภูมิภาค สาขาร้องกวาง","10","แรงต่ำ-แรงสูง","0.1623","0","43.19","39.22","37.54","17559.41","7214.56","4978.68","5366.17","1923","17559.41","5741.25","57119.85","312.24","2849.89","0","0","66023.23","4621.63","70644.86","0","0","0","0","../WebScript/Upload/Electric/13490850_381964_31072026122703.jpg","","0","0","0","44432","41596","13490850","1019","50","2190926000","9","50","2190926000","5511027","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาร้องกวาง","กปภ.สาขาร้องกวาง","ร้องกวาง","การประปาส่วนภูมิภาคสาขาร้องกวาง","กปภ.สาขาร้องกวาง","ร้องกวาง",,"กรกฎาคม","2569","1","0"
"41599","13490853","629","A06101","9805020005780973","61","3.2.2","สถานีผลิตน้ำประปาดอยจอมทอง","3","แรงสูง","0.1623","0","344.55","334.16","346.15","124142.99","36749.65","42929.22","44464.12","89","124142.99","45801.03","381302.93","312.24","20148.41","3588.48","0","451153.09","31580.72","482733.81","0","0","0","0","../WebScript/Upload/Electric/13490853_381945_05082026120443.jpg","","0","0","0","44536","41599","13490853","1022","61","2190929000","9","61","2190929000","5511030","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาพะเยา","กปภ.สาขาพะเยา","พะเยา","การประปาส่วนภูมิภาคสาขาพะเยา","กปภ.สาขาพะเยา","พะเยา",,"กรกฎาคม","2569","1","0"
"41804","13491055","475","6500728919","9804020008905498","835","3.2.2","สำนักงาน กปภ.สาขาย่านตาขาว (สำนักงาน/สถานีผลิตแม่ข่าย)","11","สำนักงาน-แรงสูง-บ้านพัก","0.1623","0","50.73","48.69","41.72","22650.19","9473.5","6139.98","7036.71","692","22650.19","6743.54","73944.32","312.24","3676.13","112.14","0","84788.37","5935.19","90723.56","0","0","0","0","../WebScript/Upload/Electric/13491055_381809_27072026150001.jpg","สำนักงาน 0.20%","4530.03","0","0","51415","41804","13491055","1236","834","2590521000","5","834","2590521000","5552020","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาย่านตาขาว","กปภ.สาขาย่านตาขาว","ย่านตาขาว","การประปาส่วนภูมิภาคสาขาย่านตาขาว","กปภ.สาขาย่านตาขาว","ย่านตาขาว",,"กรกฎาคม","2569","1","1"
"41588","13490842","409","A05201","9802020005070257","26","3.1.2","โรงกรองน้ำ-แม่สะเรียง","2","โรงกรอง","0.1623","0","77.64","80.69","81.71","35673.08","15416.94","8537.19","11718.95","133","35673.08","16036.4","112266.75","312.24","5789.74","897.12","-15.7","135286.55","9470.06","144756.61","0","41","0.08","0","../WebScript/Upload/Electric/13490842_383883_05082026094403.jpg","","0","0","0","44178","41588","13490842","1011","25","2190918000","9","25","2190918000","5511019","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาแม่สะเรียง","กปภ.สาขาแม่สะเรียง","แม่สะเรียง","การประปาส่วนภูมิภาคสาขาแม่สะเรียง","กปภ.สาขาแม่สะเรียง","แม่สะเรียง",,"กรกฎาคม","2569","1","1"
"41815","13493715","130","5801562528","9810 020000710915","870","3.1.2","อาคารสำนักงานเขต 2","12","สำนักงานเขต","0.1623","0","124.59","107.65","36.29","29704","18436.86","6906.64","4360.5","9588","29704","24452.03","93481.46","312.24","4820.96","0","0","123066.69","8614.67","131681.36","0","0","0","0","../WebScript/Upload/Electric/13493715_385262_17082026160742.jpg","","0","0","0","49723","41815","13493715","1147","870","2490290000","2","870","2490290000","5541000","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","สำนักงาน  กปภ.ข. 2","สนง.เขต 2","สนง.ข.2","สำนักงาน  กปภ.ข. 2","สนง.เขต 2","สนง.ข.2",,"กรกฎาคม","2569","1","0"
"41696","13490950","2235","G04101","9004020020317079","462","2.1.2","สำนักงานประปาเก่า (บ้านพัก)","1","สำนักงาน","0.1623","0","0","0","0","96","0","0","0","1382","96","311.85","0","33.29","15.58","0","0","360.72","25.25","385.97","0","0","0","0","../WebScript/Upload/Electric/13490950_384593_07082026155716.jpg","","0","0","0","48007","41696","13490950","1122","462","2390131000","1","462","2390131000","5531031","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาปราจีนบุรี","กปภ.สาขาปราจีนบุรี","ปราจีนบุรี","การประปาส่วนภูมิภาคสาขาปราจีนบุรี","กปภ.สาขาปราจีนบุรี","ปราจีนบุรี",,"กรกฎาคม","2569","1","1"
"41606","13490860","620","A03502","020005600905","85","3.2.2","หน่วยบริการวังเหนือ ต.วังเหนือ อ.วังเหนือ จ.ลำปาง","2","โรงกรอง","0.1623","0","29.04","24.81","25.11","4591.93","1836.7","1387.07","1368.16","1601","4591.93","3860.29","14858.36","312.24","745.27","112.14","0","19888.3","1392.18","21280.48","0","0","0","0","../WebScript/Upload/Electric/13490860_381518_24072026145536.jpg","หน่วยไฟฟ้าตู้น้ำดื่ม RO ประจำเดือน กรกฎาคม 2569 จำนวน 1 หน่วย","0","0","0","44753","41606","13490860","1029","83","2190936000","9","83","2190936000","5511037","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาแม่ขะจาน","กปภ.สาขาแม่ขะจาน","แม่ขะจาน","การประปาส่วนภูมิภาคสาขาแม่ขะจาน","กปภ.สาขาแม่ขะจาน","แม่ขะจาน",,"กรกฎาคม","2569","1","1"
"41647","13490901","1297","23070140","020013879998","264","3.2.2","โรงกรองน้ำบ้านค่าย","10","แรงต่ำ-แรงสูง","0.1623","0","73.4","74.29","74.21","42995.5","15459","13608.12","13928.38","166","42995.5","9757.06","136375.72","312.24","6978.17","1009.26","0","154432.45","10810.27","165242.72","0","0","0","0","../WebScript/Upload/Electric/13490901_384575_07082026150650.png","","0","0","0","46337","41647","13490901","1073","262","2290624000","6","262","2290624000","5521024","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาชัยภูมิ","กปภ.สาขาชัยภูมิ","ชัยภูมิ","การประปาส่วนภูมิภาคสาขาชัยภูมิ","กปภ.สาขาชัยภูมิ","ชัยภูมิ",,"กรกฎาคม","2569","1","1"
"41638","13490892","1277","D12102","9812 020014766824","226","3.2.2","แรงต่ำลำชี อ.ชนบท จ.ขอนแก่น","4","แรงต่ำ","0.1623","0","128.42","129.73","129.4","63706.88","18239.34","20071.98","25395.56","88","63706.88","17070.87","194695.4","312.24","63706.88","0","0","222978.84","15608.52","238587.36","0","0","0","0","../WebScript/Upload/Electric/13490892_383840_04082026215239.png","หักมิเตอร์ย่อย  88 หน่วย","0","0","0","45990","41638","13490892","1064","225","2290615000","6","225","2290615000","5521015","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาชนบท","กปภ.สาขาชนบท","ชนบท","การประปาส่วนภูมิภาคสาขาชนบท","กปภ.สาขาชนบท","ชนบท",,"กรกฎาคม","2569","1","1"
"41638","13490892","1274","D12102","9808 020014765678","226","3.2.2","แรงสูงแม่ข่ายชนบท (สนง.)","3","แรงสูง","0.1623","0","189.7","189.7","187.7","93815","36642.76","25851.93","31320.31","3905","93815","25216.82","302169","312.24","15226.17","0","0","342924.23","24004.7","366928.93","0","0","0","0",,"หักมิเตอร์ย่อย  3905 หน่วย","0","0","0","45990","41638","13490892","1064","225","2290615000","6","225","2290615000","5521015","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาชนบท","กปภ.สาขาชนบท","ชนบท","การประปาส่วนภูมิภาคสาขาชนบท","กปภ.สาขาชนบท","ชนบท",,"กรกฎาคม","2569","1","1"
"41778","13491030","2845","่J06101","9011020022090537","752","3.2.2","แรงสูงหน้าพักผู้จัดการ","10","แรงต่ำ-แรงสูง","0.1623","0","61.84","46.25","60.33","22201","9617.42","5067.62","7515.96","4295","22201","8220.39","73002.19","312.24","3603.22","0","0","85138.05","5959.66","91097.71","0","0","0","0","../WebScript/Upload/Electric/13491030_382442_03082026164702.jpg","","14430.65","0","0","50644","41778","13491030","1212","752","2590419000","4","752","2590419000","5551020","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาระนอง","กปภ.สาขาระนอง","ระนอง","การประปาส่วนภูมิภาคสาขาระนอง","กปภ.สาขาระนอง","ระนอง",,"กรกฎาคม","2569","1","1"
"41768","13491020","331","J11101","9078020003952825","708","2.1.1","  218  ม.1 ถ.ฝ่ายท่าหนองหัดไท ต.พงษ์ประสาสน์ อ.บางสะพาน จ.ประจวบคีรีขันธ์","1","สำนักงาน","0.1623","0","16.86","13.8","10.96","3695.5","1980.57","878.3","836.63","908","3695.5","14444.23","0","312.24","599.78","0","0","15356.25","1074.94","16431.19","0","0","0","0","../WebScript/Upload/Electric/13491020_381261_17082026235850.jpg","","0","0","0","50253","41768","13491020","1201","707","2490333000","3","707","2490333000","5542032","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาบางสะพาน","กปภ.สาขาบางสะพาน","บางสะพาน","การประปาส่วนภูมิภาคสาขาบางสะพาน","กปภ.สาขาบางสะพาน","บางสะพาน",,"กรกฎาคม","2569","1","1"
"41701","13490955","3131","E14201","9102 020024113702","481","3.2.2","แม่ข่าย","11","สำนักงาน-แรงสูง-บ้านพัก","0.1623","0","61.43","61.07","56.88","29419.95","12212.14","7920.68","9287.13","260","29419.95","8165.89","95898.38","312.24","4774.86","0","0","109431.72","7660.22","117091.94","0","0","0","0","../WebScript/Upload/Electric/13490955_383804_07082026143222.jpg","","0","0","0","48185","41701","13490955","1128","481","2390814000","8","481","2390814000","5532014","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาเขมราฐ","กปภ.สาขาเขมราฐ","เขมราฐ","การประปาส่วนภูมิภาคสาขาเขมราฐ","กปภ.สาขาเขมราฐ","เขมราฐ",,"กรกฎาคม","2569","0","0"
"41623","13490877","305","B06101","9816020009527027","160","2.1.1","หน่วยบริการบ้านด่านนาขาม","7","สถานีจ่ายน้ำ","0.1623","0","7.2","4.52","5.92","576.8","226.81","160.05","189.94","2","576.8","2254.48","0","312.24","93.61","0","0","2660.33","186.22","2846.55","0","0","0","0","../WebScript/Upload/Electric/13490877_381356_27072026133348.jpg","","0","0","0","45412","41623","13490877","1047","157","2191026000","10","157","2191026000","5512026","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาอุตรดิตถ์","กปภ.สาขาอุตรดิตถ์","อุตรดิตถ์","การประปาส่วนภูมิภาคสาขาอุตรดิตถ์","กปภ.สาขาอุตรดิตถ์","อุตรดิตถ์",,"กรกฎาคม","2569","1","1"
"41624","13490878","262","B01101","9828020009697570","171","3.2.2","โรงกรองแรงสูงหน่วยบริการหัวรอ","3","แรงสูง","0.1623","0","265.53","267.93","267.93","99970.01","27007.93","37318.31","35643.77","326","99970.01","35296.9","302969.81","312.24","16225.13","0","0","354804.08","24836.29","379640.37","0","0","0","0","../WebScript/Upload/Electric/13490878_383910_06082026164903.jpg","","0","0","0","45449","41624","13490878","1048","161","2191027000","10","161","2191027000","5512027","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาพิษณุโลก","กปภ.สาขาพิษณุโลก","พิษณุโลก","การประปาส่วนภูมิภาคสาขาพิษณุโลก","กปภ.สาขาพิษณุโลก","พิษณุโลก",,"กรกฎาคม","2569","1","1"
"41765","13491017","504","J04101","9019 020003970689","702","3.1.2","สถานีจ่ายน้ำคลองวาฬ","8","สถานีปรับแรงดัน","0.1623","0","31.22","30.7","31.16","8129.48","3314.64","2083.49","2731.35","167","8129.48","6127.24","25584.29","312.24","1319.41","0","0","33343.18","2334.02","35677.2","0","0","0","0","../WebScript/Upload/Electric/13491017_384127_06082026093131.jpg","","0","0","0","50190","41765","13491017","1198","701","2490330000","3","701","2490330000","5542029","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาประจวบคีรีขันธ์","กปภ.สาขาประจวบคีรีขันธ์","ประจวบคีรีขันธ์","การประปาส่วนภูมิภาคสาขาประจวบคีรีขันธ์","กปภ.สาขาประจวบคีรีขันธ์","ประจวบคีรีขันธ์",,"กรกฎาคม","2569","1","1"
"41588","13490842","415","A05201","9052020005054214","26","2.1.2","สำนักงาน กปภ.สาขาแม่สะเรียง","1","สำนักงาน","0.1623","0","0","0","0","2265","0","0","0","324","2265","9789.18","0","33.29","367.61","0","0","10190.08","713.31","10903.39","0","0","0","0","../WebScript/Upload/Electric/13490842_383884_05082026093751.jpg","","0","0","0","44178","41588","13490842","1011","25","2190918000","9","25","2190918000","5511019","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาแม่สะเรียง","กปภ.สาขาแม่สะเรียง","แม่สะเรียง","การประปาส่วนภูมิภาคสาขาแม่สะเรียง","กปภ.สาขาแม่สะเรียง","แม่สะเรียง",,"กรกฎาคม","2569","1","1"
"41679","13490933","910","H07101","9878 020001818799","418","3.2.2","สำนักงานการประปาส่วนภูมิภาคสาขาศรีราชา","1","สำนักงาน","0.1623","0","66.32","63.42","46.8","32407.3","14157.25","9088.35","9161.7","712","32407.3","8815.92","106750.18","312.24","5259.7","0","0","121138.04","8479.66","129617.7","0","0","0","0","../WebScript/Upload/Electric/13490933_384609_13082026142726.jpg","","0","0","0","47580","41679","13490933","1105","418","2390114000","1","418","2390114000","5531015","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาศรีราชา","กปภ.สาขาศรีราชา","ศรีราชา","การประปาส่วนภูมิภาคสาขาศรีราชา","กปภ.สาขาศรีราชา","ศรีราชา",,"กรกฎาคม","2569","1","1"
"41679","13490933","2094","H07101","0077 020019503897","418","2.1.1","สถานีจ่ายน้ำเพิ่มแรงดัน 2 (บ้านห้วยกุ่ม)","8","สถานีปรับแรงดัน","0.1623","0","0","0","0","6674","6674","0","0","160","6674","26085.99","0","312.24","1083.19","0","0","27481.42","1923.7","29405.12","0","0","0","0","../WebScript/Upload/Electric/13490933_384611_13082026150542.jpg","","0","0","0","47580","41679","13490933","1105","418","2390114000","1","418","2390114000","5531015","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาศรีราชา","กปภ.สาขาศรีราชา","ศรีราชา","การประปาส่วนภูมิภาคสาขาศรีราชา","กปภ.สาขาศรีราชา","ศรีราชา",,"กรกฎาคม","2569","1","1"
"41611","13490865","1356","C02601","9801020006527134","105","3.2.2","โรงกรองพยุหะคีรี(แรงสูง)","2","โรงกรอง","0.1623","0","85.02","84.62","83.2","50802.31","19412.79","14915.63","16473.89","392","50802.31","11301.71","162950.06","312.24","8245.21","616.77","0","183425.99","12839.82","196265.81","0","0","0","0","../WebScript/Upload/Electric/13490865_380201_04082026105544.jpg","","0","0","0","44940","41611","13490865","1035","104","2191014000","10","104","2191014000","5512014","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาพยุหะคีรี","กปภ.สาขาพยุหะคีรี","พยุหะคีรี","การประปาส่วนภูมิภาคสาขาพยุหะคีรี","กปภ.สาขาพยุหะคีรี","พยุหะคีรี",,"กรกฎาคม","2569","1","1"
"41615","13490869","2656","B04201","9011020010617292","127","3.2.2","โรงกรองน้ำแรงสูงท่ามะเขื่อ","3","แรงสูง","0.1623","0","94.18","93.38","93.78","24981","9030.67","6919.66","9030.67","59","24981","12519.35","79313.29","312.24","4054.42","0","0","96199.3","6733.95","102933.25","0","0","0","0","../WebScript/Upload/Electric/13490869_381467_03082026163812.jpg","","0","0","0","45116","41615","13490869","1039","125","2191018000","10","125","2191018000","5512018","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาขาณุวรลักษบุรี","กปภ.สาขาขาณุวรลักษบุรี","ขาณุวรลักษบุรี","การประปาส่วนภูมิภาคสาขาขาณุวรลักษบุรี","กปภ.สาขาขาณุวรลักษบุรี","ขาณุวรลักษบุรี",,"กรกฎาคม","2569","1","1"
"41647","13490901","1287","23056409","020013888824","263","3.2.2","โรงกรองน้ำนิเวศรัตน์","2","โรงกรอง","0.1623","0","148.31","148.31","149.5","60974","19555.22","19782.44","21636.32","202","60974","19714.85","189659.16","312.24","9896.08","841.05","0","220423.38","15429.64","235853.02","0","0","0","0","../WebScript/Upload/Electric/13490901_384570_07082026153555.png","","0","0","0","46337","41647","13490901","1073","262","2290624000","6","262","2290624000","5521024","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาชัยภูมิ","กปภ.สาขาชัยภูมิ","ชัยภูมิ","การประปาส่วนภูมิภาคสาขาชัยภูมิ","กปภ.สาขาชัยภูมิ","ชัยภูมิ",,"กรกฎาคม","2569","1","1"
"41768","13491020","333","J11102","9801020003921679","710","3.2.2","สถานีผลิตน้ำช้างแรก ต.ช้างแรก  อ.บางสะพานน้อย  จ.ประจวบคีรีขันธ์","3","แรงสูง","0.1623","0","69.05","63.06","69.39","33402.32","12357.21","10010.3","11034.81","19","33402.32","9178.82","106496.48","312.24","5421.2","392.49","0","121801.23","8526.09","130327.32","0","0","0","0","../WebScript/Upload/Electric/13491020_381263_17082026235820.jpg","","0","0","0","50253","41768","13491020","1201","707","2490333000","3","707","2490333000","5542032","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาบางสะพาน","กปภ.สาขาบางสะพาน","บางสะพาน","การประปาส่วนภูมิภาคสาขาบางสะพาน","กปภ.สาขาบางสะพาน","บางสะพาน",,"กรกฎาคม","2569","1","1"
"41704","13490958","1932","E08301","9101 020011612092","495","2.1.1","สำนักงาน ","1","สำนักงาน","0.1623","0","14.95","11.31","5.6","2952.1","1831.67","642.47","477.96","461","2952.1","11538.58","0","312.24","479.13","0","0","12329.95","863.1","13193.05","0","0","0","0","../WebScript/Upload/Electric/13490958_381674_31072026142430.jpg","","0","0","0","48310","41704","13490958","1131","495","2390817000","8","495","2390817000","5532017","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาเลิงนกทา","กปภ.สาขาเลิงนกทา","เลิงนกทา","การประปาส่วนภูมิภาคสาขาเลิงนกทา","กปภ.สาขาเลิงนกทา","เลิงนกทา",,"กรกฎาคม","2569","1","0"
"41695","13490949","288","g07101","9809020000841763","461","3.2.2","โรงกรองน้ำบ้านด่าน  อ.อรัญประเทศ","2","โรงกรอง","0.1623","0","171.93","147.03","162.44","39957.99","11939.97","13339.09","14678.93","482","39957.99","22854.65","122906.18","312.24","6485.18","4037.04","0","156595.29","10961.67","167556.96","0","0","0","0","../WebScript/Upload/Electric/13490949_380468_05082026145820.jpg","","0","0","0","47986","41695","13490949","1121","460","2390130000","1","460","2390130000","5531030","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาอรัญประเทศ","กปภ.สาขาอรัญประเทศ","อรัญประเทศ","การประปาส่วนภูมิภาคสาขาอรัญประเทศ","กปภ.สาขาอรัญประเทศ","อรัญประเทศ",,"กรกฎาคม","2569","1","1"
"41738","13490992","24","6500728358","9801 020013255656","617","3.2.2","แรงต่ำ ลำแซะ","4","แรงต่ำ","0.1623","0","93.82","93.17","93.25","25703.08","13271.41","8361.45","4070.22","230","25703.08","12471.49","87894.6","312.24","4171.61","0","0","104849.94","7339.5","112189.44","0","0","0","0","../WebScript/Upload/Electric/13490992_383597_04082026104135.jpg","","0","0","0","49422","41738","13490992","1170","617","2490233000","2","617","2490233000","5541031","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาครบุรี","กปภ.สาขาครบุรี","ครบุรี","การประปาส่วนภูมิภาคสาขาครบุรี","กปภ.สาขาครบุรี","ครบุรี",,"กรกฎาคม","2569","1","1"
"41738","13490992","25","6300409024","9079 020013264403","617","3.2.2","โรงกรองน้ำ ครบุรี","2","โรงกรอง","0.1623","0","67.6","68.65","64.45","24031.01","10073.34","6038.4","7919.27","3413","24031.01","8986.07","78487.41","312.24","3900.23","168.21","0","91854.16","6429.79","98283.95","0","0","0","0","../WebScript/Upload/Electric/13490992_383598_04082026104538.jpg","","0","0","0","49422","41738","13490992","1170","617","2490233000","2","617","2490233000","5541031","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาครบุรี","กปภ.สาขาครบุรี","ครบุรี","การประปาส่วนภูมิภาคสาขาครบุรี","กปภ.สาขาครบุรี","ครบุรี",,"กรกฎาคม","2569","1","1"
"41757","13491010","1536","I13201","9804020003586940","680","3.2.2","กปภ.สาขาด่านช้าง","5","สำนักงาน-แรงสูง","0.1623","0","102.4","121.39","121.07","46713.48","19215.07","12838.76","14659.65","639","46713.48","13612.03","151991.54","312.24","7581.6","0","0","173497.41","12144.82","185642.23","0","0","0","0","../WebScript/Upload/Electric/13491010_381937_31072026114319.jpg","","639","0","0","50001","41757","13491010","1190","679","2490322000","3","679","2490322000","5542022","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาด่านช้าง","กปภ.สาขาด่านช้าง","ด่านช้าง","การประปาส่วนภูมิภาคสาขาด่านช้าง","กปภ.สาขาด่านช้าง","ด่านช้าง",,"กรกฎาคม","2569","1","1"
"41698","13490952","788","E13101","9804 020012747660","470","4.2.2","โพธิ์มูล","10","แรงต่ำ-แรงสูง","0.1623","0","538.35","625.02","613.12","254235","78246.76","91848.42","84193.82","2025","254235","77544.72","785597.2","312.24","41262.34","0","0","904716.5","63330.16","968046.66","0","0","0","0","../WebScript/Upload/Electric/13490952_381725_03082026171614.jpg","","0","0","0","48067","41698","13490952","1125","469","2390811000","8","469","2390811000","5532011","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาอุบลราชธานี","กปภ.สาขาอุบลราชธานี","อุบลราชธานี","การประปาส่วนภูมิภาคสาขาอุบลราชธานี","กปภ.สาขาอุบลราชธานี","อุบลราชธานี",,"กรกฎาคม","2569","1","1"
"41698","13490952","792","E01101","9132 020012624486","470","2.1.2","บ้านพักวัดสุปัฏน์","1","สำนักงาน","0.1623","0","0","0","0","23","0","0","0","2860","23","74.71","0","33.29","3.73","0","0","111.73","7.82","119.55","0","0","0","0","../WebScript/Upload/Electric/13490952_381728_03082026173043.jpg","","0","0","0","48067","41698","13490952","1125","469","2390811000","8","469","2390811000","5532011","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาอุบลราชธานี","กปภ.สาขาอุบลราชธานี","อุบลราชธานี","การประปาส่วนภูมิภาคสาขาอุบลราชธานี","กปภ.สาขาอุบลราชธานี","อุบลราชธานี",,"กรกฎาคม","2569","1","1"
"41598","13490852","703","B08302","9004020010508443","58","3.2.2","แรงสูง ท่าวังผา","2","โรงกรอง","0.1623","0","45.34","42.62","39.76","12899.74","3511.94","5454.85","3932.95","1586","12899.74","6027.05","39136.61","312.24","2093.63","0","0","47569.53","3329.87","50899.4","0","0","0","0","../WebScript/Upload/Electric/13490852_380692_07082026093023.jpg","ตู้กดน้ำดื่ม 6 หน่วย","0","0","0","44499","41598","13490852","1021","57","2190928000","9","57","2190928000","5511029","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาท่าวังผา","กปภ.สาขาท่าวังผา","ท่าวังผา","การประปาส่วนภูมิภาคสาขาท่าวังผา","กปภ.สาขาท่าวังผา","ท่าวังผา",,"กรกฎาคม","2569","1","0"
"41624","13490878","2081","B01101","9821020019638400","162","3.2.2","สถานีจ่ายน้ำ สมอแข","7","สถานีจ่ายน้ำ","0.1623","0","71.16","72.79","72.46","22404.1","8230.18","7218.34","6955.58","0","22404.1","9459.3","71338.89","312.24","3636.19","168.21","0","84914.83","5944.04","90858.87","0","90859","0","0","../WebScript/Upload/Electric/13490878_383899_06082026165149.jpg","","0","0","0","45449","41624","13490878","1048","161","2191027000","10","161","2191027000","5512027","0","75","363","202607","256907","2569","10","31","20260731","พลังงานไฟฟ้าตามใบแจ้งหนี้","การประปาส่วนภูมิภาคสาขาพิษณุโลก","กปภ.สาขาพิษณุโลก","พิษณุโลก","การประปาส่วนภูมิภาคสาขาพิษณุโลก","กปภ.สาขาพิษณุโลก","พิษณุโลก",,"กรกฎาคม","2569","1","1"
